,tripid,pickup_node,dropoff_node,pickup_day,pickup_hour,pickup_minute,pickup_datetime,route,dropoff_datetime,trip_duration,node_timestamps,route_length,passenger_count,provider,total_price
3375,3375,306224552,309441548,1,1,41,2022-01-01 01:41:00,"[306224552, 306225000, 306221765, 306221807, 306221802, 3023405356, 306221950, 309441547, 309441548]",2022-01-01 01:43:15.000,135.0,"{306224552: '2022-01-01 01:41:00', 306225000: '2022-01-01 01:41:16', 306221765: '2022-01-01 01:41:33', 306221807: '2022-01-01 01:41:50', 306221802: '2022-01-01 01:42:07', 3023405356: '2022-01-01 01:42:24', 306221950: '2022-01-01 01:42:41', 309441547: '2022-01-01 01:42:58', 309441548: '2022-01-01 01:43:15'}",1120.82015211404,1,2,4.450723264815215
3376,3376,306222385,306225009,1,19,54,2022-01-01 19:54:00,"[306222385, 306221900, 306225115, 306225011, 306225009]",2022-01-01 19:54:33.700,33.7,"{306222385: '2022-01-01 19:54:00', 306221900: '2022-01-01 19:54:08', 306225115: '2022-01-01 19:54:16', 306225011: '2022-01-01 19:54:25', 306225009: '2022-01-01 19:54:33'}",277.1809612467188,4,2,4.450723264815215
3377,3377,307662199,306221802,1,20,30,2022-01-01 20:30:00,"[307662199, 307662198, 307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802]",2022-01-01 20:32:23.600,143.6,"{307662199: '2022-01-01 20:30:00', 307662198: '2022-01-01 20:30:09', 307661801: '2022-01-01 20:30:19', 307662284: '2022-01-01 20:30:28', 309450366: '2022-01-01 20:30:38', 307662242: '2022-01-01 20:30:47', 306222128: '2022-01-01 20:30:57', 306222385: '2022-01-01 20:31:07', 306221900: '2022-01-01 20:31:16', 306225115: '2022-01-01 20:31:26', 306225011: '2022-01-01 20:31:35', 306221653: '2022-01-01 20:31:45', 306225000: '2022-01-01 20:31:54', 306221765: '2022-01-01 20:32:04', 306221807: '2022-01-01 20:32:14', 306221802: '2022-01-01 20:32:23'}",1180.6847626878405,1,2,4.450723264815215
3378,3378,306225115,309450344,1,9,42,2022-01-01 09:42:00,"[306225115, 306221900, 306222385, 306222128, 309450229, 1633571571, 309450340, 309450344]",2022-01-01 09:43:00.700,60.7,"{306225115: '2022-01-01 09:42:00', 306221900: '2022-01-01 09:42:08', 306222385: '2022-01-01 09:42:17', 306222128: '2022-01-01 09:42:26', 309450229: '2022-01-01 09:42:34', 1633571571: '2022-01-01 09:42:43', 309450340: '2022-01-01 09:42:52', 309450344: '2022-01-01 09:43:00'}",501.5885081504215,3,3,3.3802893059260857
3379,3379,304525639,290333400,1,2,6,2022-01-01 02:06:00,"[304525639, 290333444, 290333400]",2022-01-01 02:06:26.100,26.1,"{304525639: '2022-01-01 02:06:00', 290333444: '2022-01-01 02:06:13', 290333400: '2022-01-01 02:06:26'}",213.95870175673048,1,1,5.690144652963043
3380,3380,308304289,306221950,1,8,44,2022-01-01 08:44:00,"[308304289, 306221804, 3023405356, 306221950]",2022-01-01 08:45:23.600,83.6,"{308304289: '2022-01-01 08:44:00', 306221804: '2022-01-01 08:44:27', 3023405356: '2022-01-01 08:44:55', 306221950: '2022-01-01 08:45:23'}",693.2377157701912,3,1,5.690144652963043
3381,3381,307663269,306225000,1,18,37,2022-01-01 18:37:00,"[307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552, 306225000]",2022-01-01 18:41:58.200,298.2,"{307663269: '2022-01-01 18:37:00', 307662889: '2022-01-01 18:37:24', 307662284: '2022-01-01 18:37:49', 309450366: '2022-01-01 18:38:14', 307662242: '2022-01-01 18:38:39', 306222128: '2022-01-01 18:39:04', 306222385: '2022-01-01 18:39:29', 306221900: '2022-01-01 18:39:53', 306225115: '2022-01-01 18:40:18', 306225011: '2022-01-01 18:40:43', 306225009: '2022-01-01 18:41:08', 306224552: '2022-01-01 18:41:33', 306225000: '2022-01-01 18:41:58'}",2463.972910781591,1,2,4.450723264815215
3382,3382,306221941,7756059836,1,11,15,2022-01-01 11:15:00,"[306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662149, 7756059845, 7756059836]",2022-01-01 11:16:23.900,83.9,"{306221941: '2022-01-01 11:15:00', 306222676: '2022-01-01 11:15:06', 306221960: '2022-01-01 11:15:13', 306221900: '2022-01-01 11:15:20', 306222385: '2022-01-01 11:15:27', 306222128: '2022-01-01 11:15:34', 307662242: '2022-01-01 11:15:41', 309450366: '2022-01-01 11:15:48', 307662284: '2022-01-01 11:15:55', 307661801: '2022-01-01 11:16:02', 307662149: '2022-01-01 11:16:09', 7756059845: '2022-01-01 11:16:16', 7756059836: '2022-01-01 11:16:23'}",692.5050727669214,1,2,4.450723264815215
3383,3383,307664257,309450229,1,22,11,2022-01-01 22:11:00,"[307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 309450229]",2022-01-01 22:15:26.200,266.2,"{307664257: '2022-01-01 22:11:00', 290333443: '2022-01-01 22:11:26', 290333444: '2022-01-01 22:11:53', 304525639: '2022-01-01 22:12:19', 307663269: '2022-01-01 22:12:46', 307662889: '2022-01-01 22:13:13', 307662284: '2022-01-01 22:13:39', 309450366: '2022-01-01 22:14:06', 307662242: '2022-01-01 22:14:32', 306222128: '2022-01-01 22:14:59', 309450229: '2022-01-01 22:15:26'}",2195.1606538951764,4,3,3.3802893059260857
3384,3384,307664334,306221950,1,7,51,2022-01-01 07:51:00,"[307664334, 307664242, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941, 399384843, 306221950]",2022-01-01 07:57:01.200,361.2,"{307664334: '2022-01-01 07:51:00', 307664242: '2022-01-01 07:51:20', 307664257: '2022-01-01 07:51:40', 290333443: '2022-01-01 07:52:00', 290333444: '2022-01-01 07:52:20', 304525639: '2022-01-01 07:52:40', 307663269: '2022-01-01 07:53:00', 307662889: '2022-01-01 07:53:20', 307662284: '2022-01-01 07:53:40', 309450366: '2022-01-01 07:54:00', 307662242: '2022-01-01 07:54:20', 306222128: '2022-01-01 07:54:40', 306222385: '2022-01-01 07:55:00', 306221900: '2022-01-01 07:55:20', 306221960: '2022-01-01 07:55:40', 306222676: '2022-01-01 07:56:01', 306221941: '2022-01-01 07:56:21', 399384843: '2022-01-01 07:56:41', 306221950: '2022-01-01 07:57:01'}",2952.648700194628,2,1,5.690144652963043
3385,3385,306221807,1633571571,1,20,20,2022-01-01 20:20:00,"[306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 309450229, 1633571571]",2022-01-01 20:21:36.800,96.8,"{306221807: '2022-01-01 20:20:00', 306221765: '2022-01-01 20:20:08', 306225000: '2022-01-01 20:20:17', 306224552: '2022-01-01 20:20:26', 306225009: '2022-01-01 20:20:35', 306225011: '2022-01-01 20:20:44', 306225115: '2022-01-01 20:20:52', 306221900: '2022-01-01 20:21:01', 306222385: '2022-01-01 20:21:10', 306222128: '2022-01-01 20:21:19', 309450229: '2022-01-01 20:21:28', 1633571571: '2022-01-01 20:21:36'}",799.3345837982943,2,3,3.3802893059260857
3386,3386,307662889,309450234,1,7,44,2022-01-01 07:44:00,"[307662889, 307662284, 309450366, 354863048, 307662238, 354863308, 309450234]",2022-01-01 07:46:41.100,161.1,"{307662889: '2022-01-01 07:44:00', 307662284: '2022-01-01 07:44:26', 309450366: '2022-01-01 07:44:53', 354863048: '2022-01-01 07:45:20', 307662238: '2022-01-01 07:45:47', 354863308: '2022-01-01 07:46:14', 309450234: '2022-01-01 07:46:41'}",1319.9539552542328,3,1,5.690144652963043
3387,3387,297675884,304525639,1,22,38,2022-01-01 22:38:00,"[297675884, 304525639]",2022-01-01 22:38:04.900,4.9,"{297675884: '2022-01-01 22:38:00', 304525639: '2022-01-01 22:38:04'}",40.32777029790568,2,3,3.3802893059260857
3388,3388,354863048,306221941,1,0,12,2022-01-01 00:12:00,"[354863048, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941]",2022-01-01 00:13:00.500,60.5,"{354863048: '2022-01-01 00:12:00', 309450366: '2022-01-01 00:12:07', 307662242: '2022-01-01 00:12:15', 306222128: '2022-01-01 00:12:22', 306222385: '2022-01-01 00:12:30', 306221900: '2022-01-01 00:12:37', 306221960: '2022-01-01 00:12:45', 306222676: '2022-01-01 00:12:52', 306221941: '2022-01-01 00:13:00'}",502.44322005197034,2,3,3.3802893059260857
3389,3389,290333858,306222128,1,15,30,2022-01-01 15:30:00,"[290333858, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128]",2022-01-01 15:35:17.100,317.1,"{290333858: '2022-01-01 15:30:00', 307664257: '2022-01-01 15:30:31', 290333443: '2022-01-01 15:31:03', 290333444: '2022-01-01 15:31:35', 304525639: '2022-01-01 15:32:06', 307663269: '2022-01-01 15:32:38', 307662889: '2022-01-01 15:33:10', 307662284: '2022-01-01 15:33:41', 309450366: '2022-01-01 15:34:13', 307662242: '2022-01-01 15:34:45', 306222128: '2022-01-01 15:35:17'}",2608.1704193153296,2,3,3.3802893059260857
3390,3390,309441547,306222385,1,6,33,2022-01-01 06:33:00,"[309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385]",2022-01-01 06:34:28.000,88.0,"{309441547: '2022-01-01 06:33:00', 306221950: '2022-01-01 06:33:12', 399384843: '2022-01-01 06:33:25', 306221941: '2022-01-01 06:33:37', 306222676: '2022-01-01 06:33:50', 306221960: '2022-01-01 06:34:02', 306221900: '2022-01-01 06:34:15', 306222385: '2022-01-01 06:34:28'}",727.0946026401243,4,2,4.450723264815215
3391,3391,291556214,280324476,1,8,48,2022-01-01 08:48:00,"[291556214, 297675884, 307663269, 307662889, 280324485, 280324476]",2022-01-01 08:52:46.500,286.5,"{291556214: '2022-01-01 08:48:00', 297675884: '2022-01-01 08:48:57', 307663269: '2022-01-01 08:49:54', 307662889: '2022-01-01 08:50:51', 280324485: '2022-01-01 08:51:49', 280324476: '2022-01-01 08:52:46'}",2316.9721146496254,2,3,3.3802893059260857
3392,3392,290333858,307662242,1,10,13,2022-01-01 10:13:00,"[290333858, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242]",2022-01-01 10:18:07.700,307.7,"{290333858: '2022-01-01 10:13:00', 307664257: '2022-01-01 10:13:34', 290333443: '2022-01-01 10:14:08', 290333444: '2022-01-01 10:14:42', 304525639: '2022-01-01 10:15:16', 307663269: '2022-01-01 10:15:50', 307662889: '2022-01-01 10:16:25', 307662284: '2022-01-01 10:16:59', 309450366: '2022-01-01 10:17:33', 307662242: '2022-01-01 10:18:07'}",2531.421191198311,1,1,5.690144652963043
3393,3393,290333858,308304288,1,19,20,2022-01-01 19:20:00,"[290333858, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802, 306221804, 308304289, 308304288]",2022-01-01 19:27:28.100,448.1,"{290333858: '2022-01-01 19:20:00', 307664257: '2022-01-01 19:20:20', 290333443: '2022-01-01 19:20:40', 290333444: '2022-01-01 19:21:01', 304525639: '2022-01-01 19:21:21', 307663269: '2022-01-01 19:21:41', 307662889: '2022-01-01 19:22:02', 307662284: '2022-01-01 19:22:22', 309450366: '2022-01-01 19:22:42', 307662242: '2022-01-01 19:23:03', 306222128: '2022-01-01 19:23:23', 306222385: '2022-01-01 19:23:44', 306221900: '2022-01-01 19:24:04', 306225115: '2022-01-01 19:24:24', 306225011: '2022-01-01 19:24:45', 306221653: '2022-01-01 19:25:05', 306225000: '2022-01-01 19:25:25', 306221765: '2022-01-01 19:25:46', 306221807: '2022-01-01 19:26:06', 306221802: '2022-01-01 19:26:26', 306221804: '2022-01-01 19:26:47', 308304289: '2022-01-01 19:27:07', 308304288: '2022-01-01 19:27:28'}",3685.6968374585285,3,1,5.690144652963043
3394,3394,306221653,280430536,1,10,44,2022-01-01 10:44:00,"[306221653, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 280430536]",2022-01-01 10:45:51.400,111.4,"{306221653: '2022-01-01 10:44:00', 306225011: '2022-01-01 10:44:11', 306225115: '2022-01-01 10:44:22', 306221900: '2022-01-01 10:44:33', 306222385: '2022-01-01 10:44:44', 306222128: '2022-01-01 10:44:55', 307662242: '2022-01-01 10:45:06', 309450366: '2022-01-01 10:45:17', 307662284: '2022-01-01 10:45:29', 307661801: '2022-01-01 10:45:40', 280430536: '2022-01-01 10:45:51'}",913.5392333926607,3,2,4.450723264815215
3395,3395,306221653,307661801,1,20,33,2022-01-01 20:33:00,"[306221653, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801]",2022-01-01 20:34:28.100,88.1,"{306221653: '2022-01-01 20:33:00', 306225011: '2022-01-01 20:33:09', 306225115: '2022-01-01 20:33:19', 306221900: '2022-01-01 20:33:29', 306222385: '2022-01-01 20:33:39', 306222128: '2022-01-01 20:33:48', 307662242: '2022-01-01 20:33:58', 309450366: '2022-01-01 20:34:08', 307662284: '2022-01-01 20:34:18', 307661801: '2022-01-01 20:34:28'}",719.7892763844999,1,1,5.690144652963043
3396,3396,306221804,354863048,1,20,35,2022-01-01 20:35:00,"[306221804, 306221802, 306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 354863048]",2022-01-01 20:37:17.000,137.0,"{306221804: '2022-01-01 20:35:00', 306221802: '2022-01-01 20:35:09', 306221807: '2022-01-01 20:35:19', 306221765: '2022-01-01 20:35:29', 306225000: '2022-01-01 20:35:39', 306224552: '2022-01-01 20:35:48', 306225009: '2022-01-01 20:35:58', 306225011: '2022-01-01 20:36:08', 306225115: '2022-01-01 20:36:18', 306221900: '2022-01-01 20:36:28', 306222385: '2022-01-01 20:36:37', 306222128: '2022-01-01 20:36:47', 307662242: '2022-01-01 20:36:57', 309450366: '2022-01-01 20:37:07', 354863048: '2022-01-01 20:37:17'}",1131.7472261736639,2,1,5.690144652963043
3397,3397,307662149,399384843,1,22,56,2022-01-01 22:56:00,"[307662149, 307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941, 399384843]",2022-01-01 22:57:18.300,78.3,"{307662149: '2022-01-01 22:56:00', 307661801: '2022-01-01 22:56:07', 307662284: '2022-01-01 22:56:14', 309450366: '2022-01-01 22:56:21', 307662242: '2022-01-01 22:56:28', 306222128: '2022-01-01 22:56:35', 306222385: '2022-01-01 22:56:42', 306221900: '2022-01-01 22:56:49', 306221960: '2022-01-01 22:56:56', 306222676: '2022-01-01 22:57:04', 306221941: '2022-01-01 22:57:11', 399384843: '2022-01-01 22:57:18'}",648.1732444537606,1,1,5.690144652963043
3398,3398,306221653,306224552,1,16,10,2022-01-01 16:10:00,"[306221653, 306225000, 306224552]",2022-01-01 16:10:24.500,24.5,"{306221653: '2022-01-01 16:10:00', 306225000: '2022-01-01 16:10:12', 306224552: '2022-01-01 16:10:24'}",203.17255355373862,2,2,4.450723264815215
3399,3399,308304289,306221653,1,13,29,2022-01-01 13:29:00,"[308304289, 306221804, 306221802, 306221807, 306221765, 306225000, 306221653]",2022-01-01 13:30:20.300,80.3,"{308304289: '2022-01-01 13:29:00', 306221804: '2022-01-01 13:29:13', 306221802: '2022-01-01 13:29:26', 306221807: '2022-01-01 13:29:40', 306221765: '2022-01-01 13:29:53', 306225000: '2022-01-01 13:30:06', 306221653: '2022-01-01 13:30:20'}",666.4139924513803,3,2,4.450723264815215
3400,3400,306221941,306221653,1,12,44,2022-01-01 12:44:00,"[306221941, 306222676, 306225115, 306225011, 306221653]",2022-01-01 12:44:38.000,38.0,"{306221941: '2022-01-01 12:44:00', 306222676: '2022-01-01 12:44:09', 306225115: '2022-01-01 12:44:19', 306225011: '2022-01-01 12:44:28', 306221653: '2022-01-01 12:44:38'}",297.0736886612657,1,3,3.3802893059260857
3401,3401,280324491,2586413037,1,13,46,2022-01-01 13:46:00,"[280324491, 280324485, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941, 2586413037]",2022-01-01 13:51:09.000,309.0,"{280324491: '2022-01-01 13:46:00', 280324485: '2022-01-01 13:46:25', 307662889: '2022-01-01 13:46:51', 307662284: '2022-01-01 13:47:17', 309450366: '2022-01-01 13:47:43', 307662242: '2022-01-01 13:48:08', 306222128: '2022-01-01 13:48:34', 306222385: '2022-01-01 13:49:00', 306221900: '2022-01-01 13:49:26', 306221960: '2022-01-01 13:49:51', 306222676: '2022-01-01 13:50:17', 306221941: '2022-01-01 13:50:43', 2586413037: '2022-01-01 13:51:09'}",2532.460480289513,2,3,3.3802893059260857
3402,3402,306226719,309450340,1,6,39,2022-01-01 06:39:00,"[306226719, 309450340]",2022-01-01 06:39:17.200,17.2,"{306226719: '2022-01-01 06:39:00', 309450340: '2022-01-01 06:39:17'}",125.54445338978532,2,2,4.450723264815215
3403,3403,306221671,306222128,1,7,35,2022-01-01 07:35:00,"[306221671, 306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128]",2022-01-01 07:36:34.300,94.3,"{306221671: '2022-01-01 07:35:00', 306221807: '2022-01-01 07:35:09', 306221765: '2022-01-01 07:35:18', 306225000: '2022-01-01 07:35:28', 306224552: '2022-01-01 07:35:37', 306225009: '2022-01-01 07:35:47', 306225011: '2022-01-01 07:35:56', 306225115: '2022-01-01 07:36:06', 306221900: '2022-01-01 07:36:15', 306222385: '2022-01-01 07:36:24', 306222128: '2022-01-01 07:36:34'}",775.1432753838372,2,2,4.450723264815215
3404,3404,3023405360,307664334,1,9,10,2022-01-01 09:10:00,"[3023405360, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443, 307664257, 307664242, 307664334]",2022-01-01 09:16:33.500,393.5,"{3023405360: '2022-01-01 09:10:00', 306221765: '2022-01-01 09:10:19', 306225000: '2022-01-01 09:10:39', 306224552: '2022-01-01 09:10:59', 306225009: '2022-01-01 09:11:18', 306225011: '2022-01-01 09:11:38', 306225115: '2022-01-01 09:11:58', 306221900: '2022-01-01 09:12:17', 306222385: '2022-01-01 09:12:37', 306222128: '2022-01-01 09:12:57', 307662242: '2022-01-01 09:13:16', 309450366: '2022-01-01 09:13:36', 307662284: '2022-01-01 09:13:56', 307662889: '2022-01-01 09:14:15', 307663269: '2022-01-01 09:14:35', 304525639: '2022-01-01 09:14:55', 290333444: '2022-01-01 09:15:14', 290333443: '2022-01-01 09:15:34', 307664257: '2022-01-01 09:15:54', 307664242: '2022-01-01 09:16:13', 307664334: '2022-01-01 09:16:33'}",3219.328109792539,4,3,3.3802893059260857
3405,3405,306221960,308304289,1,16,36,2022-01-01 16:36:00,"[306221960, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802, 306221804, 308304289]",2022-01-01 16:37:52.400,112.4,"{306221960: '2022-01-01 16:36:00', 306221900: '2022-01-01 16:36:11', 306225115: '2022-01-01 16:36:22', 306225011: '2022-01-01 16:36:33', 306221653: '2022-01-01 16:36:44', 306225000: '2022-01-01 16:36:56', 306221765: '2022-01-01 16:37:07', 306221807: '2022-01-01 16:37:18', 306221802: '2022-01-01 16:37:29', 306221804: '2022-01-01 16:37:41', 308304289: '2022-01-01 16:37:52'}",923.2903329682681,4,2,4.450723264815215
3406,3406,280324476,7756059845,1,12,17,2022-01-01 12:17:00,"[280324476, 280324485, 307662889, 307662284, 307661801, 307662149, 7756059845]",2022-01-01 12:21:32.400,272.4,"{280324476: '2022-01-01 12:17:00', 280324485: '2022-01-01 12:17:45', 307662889: '2022-01-01 12:18:30', 307662284: '2022-01-01 12:19:16', 307661801: '2022-01-01 12:20:01', 307662149: '2022-01-01 12:20:47', 7756059845: '2022-01-01 12:21:32'}",2204.786758055941,1,1,5.690144652963043
3407,3407,307664334,307662284,1,8,8,2022-01-01 08:08:00,"[307664334, 307664242, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284]",2022-01-01 08:12:38.400,278.4,"{307664334: '2022-01-01 08:08:00', 307664242: '2022-01-01 08:08:34', 307664257: '2022-01-01 08:09:09', 290333443: '2022-01-01 08:09:44', 290333444: '2022-01-01 08:10:19', 304525639: '2022-01-01 08:10:54', 307663269: '2022-01-01 08:11:28', 307662889: '2022-01-01 08:12:03', 307662284: '2022-01-01 08:12:38'}",2271.120331767611,1,3,3.3802893059260857
3408,3408,2586413037,306221960,1,5,34,2022-01-01 05:34:00,"[2586413037, 306221941, 306222676, 306221960]",2022-01-01 05:34:26.700,26.7,"{2586413037: '2022-01-01 05:34:00', 306221941: '2022-01-01 05:34:08', 306222676: '2022-01-01 05:34:17', 306221960: '2022-01-01 05:34:26'}",203.3651989475845,3,2,4.450723264815215
3409,3409,354863048,307662242,1,5,34,2022-01-01 05:34:00,"[354863048, 309450366, 307662242]",2022-01-01 05:34:26.100,26.1,"{354863048: '2022-01-01 05:34:00', 309450366: '2022-01-01 05:34:13', 307662242: '2022-01-01 05:34:26'}",217.56342457989464,1,1,5.690144652963043
3410,3410,307664334,7756059836,1,16,43,2022-01-01 16:43:00,"[307664334, 307664242, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 307661801, 307662149, 7756059845, 7756059836]",2022-01-01 16:48:07.000,307.0,"{307664334: '2022-01-01 16:43:00', 307664242: '2022-01-01 16:43:25', 307664257: '2022-01-01 16:43:51', 290333443: '2022-01-01 16:44:16', 290333444: '2022-01-01 16:44:42', 304525639: '2022-01-01 16:45:07', 307663269: '2022-01-01 16:45:33', 307662889: '2022-01-01 16:45:59', 307662284: '2022-01-01 16:46:24', 307661801: '2022-01-01 16:46:50', 307662149: '2022-01-01 16:47:15', 7756059845: '2022-01-01 16:47:41', 7756059836: '2022-01-01 16:48:07'}",2504.700172690589,2,2,4.450723264815215
3411,3411,304525639,307662889,1,23,2,2022-01-01 23:02:00,"[304525639, 307663269, 307662889]",2022-01-01 23:03:35.900,95.9,"{304525639: '2022-01-01 23:02:00', 307663269: '2022-01-01 23:02:47', 307662889: '2022-01-01 23:03:35'}",787.9319584791306,4,2,4.450723264815215
3412,3412,290333444,306224552,1,6,48,2022-01-01 06:48:00,"[290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306225009, 306224552]",2022-01-01 06:53:27.700,327.7,"{290333444: '2022-01-01 06:48:00', 304525639: '2022-01-01 06:48:25', 307663269: '2022-01-01 06:48:50', 307662889: '2022-01-01 06:49:15', 307662284: '2022-01-01 06:49:40', 309450366: '2022-01-01 06:50:06', 307662242: '2022-01-01 06:50:31', 306222128: '2022-01-01 06:50:56', 306222385: '2022-01-01 06:51:21', 306221900: '2022-01-01 06:51:46', 306225115: '2022-01-01 06:52:12', 306225011: '2022-01-01 06:52:37', 306225009: '2022-01-01 06:53:02', 306224552: '2022-01-01 06:53:27'}",2700.3978713596102,1,2,4.450723264815215
3413,3413,307661801,306218723,1,13,37,2022-01-01 13:37:00,"[307661801, 307662284, 309450366, 307662242, 306222128, 309450229, 306226719, 306222462, 306218723]",2022-01-01 13:40:04.400,184.4,"{307661801: '2022-01-01 13:37:00', 307662284: '2022-01-01 13:37:23', 309450366: '2022-01-01 13:37:46', 307662242: '2022-01-01 13:38:09', 306222128: '2022-01-01 13:38:32', 309450229: '2022-01-01 13:38:55', 306226719: '2022-01-01 13:39:18', 306222462: '2022-01-01 13:39:41', 306218723: '2022-01-01 13:40:04'}",1510.330576445786,4,2,4.450723264815215
3414,3414,309441548,306225009,1,23,56,2022-01-01 23:56:00,"[309441548, 309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306225115, 306225011, 306225009]",2022-01-01 23:57:58.600,118.6,"{309441548: '2022-01-01 23:56:00', 309441562: '2022-01-01 23:56:13', 309441547: '2022-01-01 23:56:26', 306221950: '2022-01-01 23:56:39', 399384843: '2022-01-01 23:56:52', 306221941: '2022-01-01 23:57:05', 306222676: '2022-01-01 23:57:19', 306225115: '2022-01-01 23:57:32', 306225011: '2022-01-01 23:57:45', 306225009: '2022-01-01 23:57:58'}",968.0952565240236,1,1,5.690144652963043
3415,3415,290333444,309450340,1,23,29,2022-01-01 23:29:00,"[290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 309450229, 1633571571, 309450340]",2022-01-01 23:33:38.000,278.0,"{290333444: '2022-01-01 23:29:00', 304525639: '2022-01-01 23:29:27', 307663269: '2022-01-01 23:29:55', 307662889: '2022-01-01 23:30:23', 307662284: '2022-01-01 23:30:51', 309450366: '2022-01-01 23:31:19', 307662242: '2022-01-01 23:31:46', 306222128: '2022-01-01 23:32:14', 309450229: '2022-01-01 23:32:42', 1633571571: '2022-01-01 23:33:10', 309450340: '2022-01-01 23:33:38'}",2292.82980963763,4,2,4.450723264815215
3416,3416,306221804,280324491,1,3,8,2022-01-01 03:08:00,"[306221804, 306221802, 306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 280324485, 280324491]",2022-01-01 03:14:05.800,365.8,"{306221804: '2022-01-01 03:08:00', 306221802: '2022-01-01 03:08:21', 306221807: '2022-01-01 03:08:43', 306221765: '2022-01-01 03:09:04', 306225000: '2022-01-01 03:09:26', 306224552: '2022-01-01 03:09:47', 306225009: '2022-01-01 03:10:09', 306225011: '2022-01-01 03:10:30', 306225115: '2022-01-01 03:10:52', 306221900: '2022-01-01 03:11:13', 306222385: '2022-01-01 03:11:35', 306222128: '2022-01-01 03:11:56', 307662242: '2022-01-01 03:12:18', 309450366: '2022-01-01 03:12:39', 307662284: '2022-01-01 03:13:01', 307662889: '2022-01-01 03:13:22', 280324485: '2022-01-01 03:13:44', 280324491: '2022-01-01 03:14:05'}",3016.764388271856,2,1,5.690144652963043
3417,3417,306221765,306221671,1,21,30,2022-01-01 21:30:00,"[306221765, 306221807, 306221671]",2022-01-01 21:30:20.800,20.8,"{306221765: '2022-01-01 21:30:00', 306221807: '2022-01-01 21:30:10', 306221671: '2022-01-01 21:30:20'}",169.51503337162458,1,3,3.3802893059260857
3418,3418,7756059875,280324476,1,12,28,2022-01-01 12:28:00,"[7756059875, 307662149, 307661801, 307662284, 307662889, 280324485, 280324476]",2022-01-01 12:32:48.800,288.8,"{7756059875: '2022-01-01 12:28:00', 307662149: '2022-01-01 12:28:48', 307661801: '2022-01-01 12:29:36', 307662284: '2022-01-01 12:30:24', 307662889: '2022-01-01 12:31:12', 280324485: '2022-01-01 12:32:00', 280324476: '2022-01-01 12:32:48'}",2285.392468860927,2,3,3.3802893059260857
3419,3419,306221941,306221765,1,23,5,2022-01-01 23:05:00,"[306221941, 306222676, 306225115, 306225011, 306221653, 306225000, 306221765]",2022-01-01 23:06:02.400,62.4,"{306221941: '2022-01-01 23:05:00', 306222676: '2022-01-01 23:05:10', 306225115: '2022-01-01 23:05:20', 306225011: '2022-01-01 23:05:31', 306221653: '2022-01-01 23:05:41', 306225000: '2022-01-01 23:05:52', 306221765: '2022-01-01 23:06:02'}",499.830766672524,4,1,5.690144652963043
