,Pickup Square,Dropoff Square,Pickup Time,Pickup Hour,Pickup Minute,Pickup Weekday,Pickup Coordinates,Dropoff Coordinates,Manhattan Distance,Paths,Path Timestamp
9220,60,40,2021-01-01 20:12:00,8,12,6,"(0, 6)","(0, 4)",2,"[[0, 6], [0, 5], [0, 4]]","{(0, 6): '2021-01-01 20:12:00', (0, 5): '2021-01-01 20:13:00', (0, 4): '2021-01-01 20:14:00'}"
9221,5,99,2021-01-01 22:10:00,10,10,4,"(5, 0)","(9, 9)",13,"[[5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [9, 1], [9, 2], [9, 3], [9, 4], [9, 5], [9, 6], [9, 7], [9, 8], [9, 9]]","{(5, 0): '2021-01-01 22:10:00', (6, 0): '2021-01-01 22:11:00', (7, 0): '2021-01-01 22:12:00', (8, 0): '2021-01-01 22:13:00', (9, 0): '2021-01-01 22:14:00', (9, 1): '2021-01-01 22:15:00', (9, 2): '2021-01-01 22:16:00', (9, 3): '2021-01-01 22:17:00', (9, 4): '2021-01-01 22:18:00', (9, 5): '2021-01-01 22:19:00', (9, 6): '2021-01-01 22:20:00', (9, 7): '2021-01-01 22:21:00', (9, 8): '2021-01-01 22:22:00', (9, 9): '2021-01-01 22:23:00'}"
9222,97,93,2021-01-01 13:21:00,1,21,0,"(7, 9)","(3, 9)",4,"[[7, 9], [6, 9], [5, 9], [4, 9], [3, 9]]","{(7, 9): '2021-01-01 13:21:00', (6, 9): '2021-01-01 13:22:00', (5, 9): '2021-01-01 13:23:00', (4, 9): '2021-01-01 13:24:00', (3, 9): '2021-01-01 13:25:00'}"
9223,90,7,2021-01-02 08:01:00,20,1,4,"(0, 9)","(7, 0)",16,"[[0, 9], [1, 9], [2, 9], [3, 9], [4, 9], [5, 9], [6, 9], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1], [7, 0]]","{(0, 9): '2021-01-02 08:01:00', (1, 9): '2021-01-02 08:02:00', (2, 9): '2021-01-02 08:03:00', (3, 9): '2021-01-02 08:04:00', (4, 9): '2021-01-02 08:05:00', (5, 9): '2021-01-02 08:06:00', (6, 9): '2021-01-02 08:07:00', (7, 9): '2021-01-02 08:08:00', (7, 8): '2021-01-02 08:09:00', (7, 7): '2021-01-02 08:10:00', (7, 6): '2021-01-02 08:11:00', (7, 5): '2021-01-02 08:12:00', (7, 4): '2021-01-02 08:13:00', (7, 3): '2021-01-02 08:14:00', (7, 2): '2021-01-02 08:15:00', (7, 1): '2021-01-02 08:16:00', (7, 0): '2021-01-02 08:17:00'}"
9224,84,76,2021-01-01 17:46:00,5,46,0,"(4, 8)","(6, 7)",3,"[[4, 8], [5, 8], [6, 8], [6, 7]]","{(4, 8): '2021-01-01 17:46:00', (5, 8): '2021-01-01 17:47:00', (6, 8): '2021-01-01 17:48:00', (6, 7): '2021-01-01 17:49:00'}"
9225,40,13,2021-01-02 02:40:00,14,40,1,"(0, 4)","(3, 1)",6,"[[0, 4], [1, 4], [2, 4], [3, 4], [3, 3], [3, 2], [3, 1]]","{(0, 4): '2021-01-02 02:40:00', (1, 4): '2021-01-02 02:41:00', (2, 4): '2021-01-02 02:42:00', (3, 4): '2021-01-02 02:43:00', (3, 3): '2021-01-02 02:44:00', (3, 2): '2021-01-02 02:45:00', (3, 1): '2021-01-02 02:46:00'}"
9226,15,66,2021-01-01 19:50:00,7,50,2,"(5, 1)","(6, 6)",6,"[[5, 1], [6, 1], [6, 2], [6, 3], [6, 4], [6, 5], [6, 6]]","{(5, 1): '2021-01-01 19:50:00', (6, 1): '2021-01-01 19:51:00', (6, 2): '2021-01-01 19:52:00', (6, 3): '2021-01-01 19:53:00', (6, 4): '2021-01-01 19:54:00', (6, 5): '2021-01-01 19:55:00', (6, 6): '2021-01-01 19:56:00'}"
9227,28,53,2021-01-02 07:06:00,19,6,4,"(8, 2)","(3, 5)",8,"[[8, 2], [7, 2], [6, 2], [5, 2], [4, 2], [3, 2], [3, 3], [3, 4], [3, 5]]","{(8, 2): '2021-01-02 07:06:00', (7, 2): '2021-01-02 07:07:00', (6, 2): '2021-01-02 07:08:00', (5, 2): '2021-01-02 07:09:00', (4, 2): '2021-01-02 07:10:00', (3, 2): '2021-01-02 07:11:00', (3, 3): '2021-01-02 07:12:00', (3, 4): '2021-01-02 07:13:00', (3, 5): '2021-01-02 07:14:00'}"
9228,61,80,2021-01-01 21:09:00,9,9,3,"(1, 6)","(0, 8)",3,"[[1, 6], [0, 6], [0, 7], [0, 8]]","{(1, 6): '2021-01-01 21:09:00', (0, 6): '2021-01-01 21:10:00', (0, 7): '2021-01-01 21:11:00', (0, 8): '2021-01-01 21:12:00'}"
9229,27,48,2021-01-01 21:58:00,9,58,5,"(7, 2)","(8, 4)",3,"[[7, 2], [8, 2], [8, 3], [8, 4]]","{(7, 2): '2021-01-01 21:58:00', (8, 2): '2021-01-01 21:59:00', (8, 3): '2021-01-01 22:00:00', (8, 4): '2021-01-01 22:01:00'}"
9230,35,93,2021-01-02 05:28:00,17,28,3,"(5, 3)","(3, 9)",8,"[[5, 3], [4, 3], [3, 3], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9]]","{(5, 3): '2021-01-02 05:28:00', (4, 3): '2021-01-02 05:29:00', (3, 3): '2021-01-02 05:30:00', (3, 4): '2021-01-02 05:31:00', (3, 5): '2021-01-02 05:32:00', (3, 6): '2021-01-02 05:33:00', (3, 7): '2021-01-02 05:34:00', (3, 8): '2021-01-02 05:35:00', (3, 9): '2021-01-02 05:36:00'}"
9231,94,69,2021-01-02 07:59:00,19,59,0,"(4, 9)","(9, 6)",8,"[[4, 9], [5, 9], [6, 9], [7, 9], [8, 9], [9, 9], [9, 8], [9, 7], [9, 6]]","{(4, 9): '2021-01-02 07:59:00', (5, 9): '2021-01-02 08:00:00', (6, 9): '2021-01-02 08:01:00', (7, 9): '2021-01-02 08:02:00', (8, 9): '2021-01-02 08:03:00', (9, 9): '2021-01-02 08:04:00', (9, 8): '2021-01-02 08:05:00', (9, 7): '2021-01-02 08:06:00', (9, 6): '2021-01-02 08:07:00'}"
9232,45,48,2021-01-02 11:03:00,23,3,1,"(5, 4)","(8, 4)",3,"[[5, 4], [6, 4], [7, 4], [8, 4]]","{(5, 4): '2021-01-02 11:03:00', (6, 4): '2021-01-02 11:04:00', (7, 4): '2021-01-02 11:05:00', (8, 4): '2021-01-02 11:06:00'}"
9233,29,20,2021-01-02 08:50:00,20,50,6,"(9, 2)","(0, 2)",9,"[[9, 2], [8, 2], [7, 2], [6, 2], [5, 2], [4, 2], [3, 2], [2, 2], [1, 2], [0, 2]]","{(9, 2): '2021-01-02 08:50:00', (8, 2): '2021-01-02 08:51:00', (7, 2): '2021-01-02 08:52:00', (6, 2): '2021-01-02 08:53:00', (5, 2): '2021-01-02 08:54:00', (4, 2): '2021-01-02 08:55:00', (3, 2): '2021-01-02 08:56:00', (2, 2): '2021-01-02 08:57:00', (1, 2): '2021-01-02 08:58:00', (0, 2): '2021-01-02 08:59:00'}"
9234,79,74,2021-01-02 04:24:00,16,24,1,"(9, 7)","(4, 7)",5,"[[9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [4, 7]]","{(9, 7): '2021-01-02 04:24:00', (8, 7): '2021-01-02 04:25:00', (7, 7): '2021-01-02 04:26:00', (6, 7): '2021-01-02 04:27:00', (5, 7): '2021-01-02 04:28:00', (4, 7): '2021-01-02 04:29:00'}"
9235,46,15,2021-01-02 09:12:00,21,12,4,"(6, 4)","(5, 1)",4,"[[6, 4], [5, 4], [5, 3], [5, 2], [5, 1]]","{(6, 4): '2021-01-02 09:12:00', (5, 4): '2021-01-02 09:13:00', (5, 3): '2021-01-02 09:14:00', (5, 2): '2021-01-02 09:15:00', (5, 1): '2021-01-02 09:16:00'}"
9236,63,60,2021-01-02 00:35:00,12,35,3,"(3, 6)","(0, 6)",3,"[[3, 6], [2, 6], [1, 6], [0, 6]]","{(3, 6): '2021-01-02 00:35:00', (2, 6): '2021-01-02 00:36:00', (1, 6): '2021-01-02 00:37:00', (0, 6): '2021-01-02 00:38:00'}"
9237,7,49,2021-01-02 02:38:00,14,38,5,"(7, 0)","(9, 4)",6,"[[7, 0], [8, 0], [9, 0], [9, 1], [9, 2], [9, 3], [9, 4]]","{(7, 0): '2021-01-02 02:38:00', (8, 0): '2021-01-02 02:39:00', (9, 0): '2021-01-02 02:40:00', (9, 1): '2021-01-02 02:41:00', (9, 2): '2021-01-02 02:42:00', (9, 3): '2021-01-02 02:43:00', (9, 4): '2021-01-02 02:44:00'}"
9238,40,46,2021-01-01 19:03:00,7,3,3,"(0, 4)","(6, 4)",6,"[[0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4]]","{(0, 4): '2021-01-01 19:03:00', (1, 4): '2021-01-01 19:04:00', (2, 4): '2021-01-01 19:05:00', (3, 4): '2021-01-01 19:06:00', (4, 4): '2021-01-01 19:07:00', (5, 4): '2021-01-01 19:08:00', (6, 4): '2021-01-01 19:09:00'}"
9239,69,49,2021-01-01 20:04:00,8,4,6,"(9, 6)","(9, 4)",2,"[[9, 6], [9, 5], [9, 4]]","{(9, 6): '2021-01-01 20:04:00', (9, 5): '2021-01-01 20:05:00', (9, 4): '2021-01-01 20:06:00'}"
9240,86,41,2021-01-01 12:20:00,0,20,2,"(6, 8)","(1, 4)",9,"[[6, 8], [5, 8], [4, 8], [3, 8], [2, 8], [1, 8], [1, 7], [1, 6], [1, 5], [1, 4]]","{(6, 8): '2021-01-01 12:20:00', (5, 8): '2021-01-01 12:21:00', (4, 8): '2021-01-01 12:22:00', (3, 8): '2021-01-01 12:23:00', (2, 8): '2021-01-01 12:24:00', (1, 8): '2021-01-01 12:25:00', (1, 7): '2021-01-01 12:26:00', (1, 6): '2021-01-01 12:27:00', (1, 5): '2021-01-01 12:28:00', (1, 4): '2021-01-01 12:29:00'}"
9241,26,37,2021-01-01 21:24:00,9,24,5,"(6, 2)","(7, 3)",2,"[[6, 2], [7, 2], [7, 3]]","{(6, 2): '2021-01-01 21:24:00', (7, 2): '2021-01-01 21:25:00', (7, 3): '2021-01-01 21:26:00'}"
9242,14,17,2021-01-02 04:18:00,16,18,1,"(4, 1)","(7, 1)",3,"[[4, 1], [5, 1], [6, 1], [7, 1]]","{(4, 1): '2021-01-02 04:18:00', (5, 1): '2021-01-02 04:19:00', (6, 1): '2021-01-02 04:20:00', (7, 1): '2021-01-02 04:21:00'}"
9243,33,84,2021-01-02 06:41:00,18,41,3,"(3, 3)","(4, 8)",6,"[[3, 3], [4, 3], [4, 4], [4, 5], [4, 6], [4, 7], [4, 8]]","{(3, 3): '2021-01-02 06:41:00', (4, 3): '2021-01-02 06:42:00', (4, 4): '2021-01-02 06:43:00', (4, 5): '2021-01-02 06:44:00', (4, 6): '2021-01-02 06:45:00', (4, 7): '2021-01-02 06:46:00', (4, 8): '2021-01-02 06:47:00'}"
9244,82,39,2021-01-01 17:38:00,5,38,6,"(2, 8)","(9, 3)",12,"[[2, 8], [3, 8], [4, 8], [5, 8], [6, 8], [7, 8], [8, 8], [9, 8], [9, 7], [9, 6], [9, 5], [9, 4], [9, 3]]","{(2, 8): '2021-01-01 17:38:00', (3, 8): '2021-01-01 17:39:00', (4, 8): '2021-01-01 17:40:00', (5, 8): '2021-01-01 17:41:00', (6, 8): '2021-01-01 17:42:00', (7, 8): '2021-01-01 17:43:00', (8, 8): '2021-01-01 17:44:00', (9, 8): '2021-01-01 17:45:00', (9, 7): '2021-01-01 17:46:00', (9, 6): '2021-01-01 17:47:00', (9, 5): '2021-01-01 17:48:00', (9, 4): '2021-01-01 17:49:00', (9, 3): '2021-01-01 17:50:00'}"
9245,97,29,2021-01-01 20:30:00,8,30,2,"(7, 9)","(9, 2)",9,"[[7, 9], [8, 9], [9, 9], [9, 8], [9, 7], [9, 6], [9, 5], [9, 4], [9, 3], [9, 2]]","{(7, 9): '2021-01-01 20:30:00', (8, 9): '2021-01-01 20:31:00', (9, 9): '2021-01-01 20:32:00', (9, 8): '2021-01-01 20:33:00', (9, 7): '2021-01-01 20:34:00', (9, 6): '2021-01-01 20:35:00', (9, 5): '2021-01-01 20:36:00', (9, 4): '2021-01-01 20:37:00', (9, 3): '2021-01-01 20:38:00', (9, 2): '2021-01-01 20:39:00'}"
9246,15,90,2021-01-02 08:01:00,20,1,5,"(5, 1)","(0, 9)",13,"[[5, 1], [4, 1], [3, 1], [2, 1], [1, 1], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [0, 7], [0, 8], [0, 9]]","{(5, 1): '2021-01-02 08:01:00', (4, 1): '2021-01-02 08:02:00', (3, 1): '2021-01-02 08:03:00', (2, 1): '2021-01-02 08:04:00', (1, 1): '2021-01-02 08:05:00', (0, 1): '2021-01-02 08:06:00', (0, 2): '2021-01-02 08:07:00', (0, 3): '2021-01-02 08:08:00', (0, 4): '2021-01-02 08:09:00', (0, 5): '2021-01-02 08:10:00', (0, 6): '2021-01-02 08:11:00', (0, 7): '2021-01-02 08:12:00', (0, 8): '2021-01-02 08:13:00', (0, 9): '2021-01-02 08:14:00'}"
9247,51,36,2021-01-02 10:25:00,22,25,3,"(1, 5)","(6, 3)",7,"[[1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [6, 4], [6, 3]]","{(1, 5): '2021-01-02 10:25:00', (2, 5): '2021-01-02 10:26:00', (3, 5): '2021-01-02 10:27:00', (4, 5): '2021-01-02 10:28:00', (5, 5): '2021-01-02 10:29:00', (6, 5): '2021-01-02 10:30:00', (6, 4): '2021-01-02 10:31:00', (6, 3): '2021-01-02 10:32:00'}"
9248,49,96,2021-01-01 19:27:00,7,27,1,"(9, 4)","(6, 9)",8,"[[9, 4], [8, 4], [7, 4], [6, 4], [6, 5], [6, 6], [6, 7], [6, 8], [6, 9]]","{(9, 4): '2021-01-01 19:27:00', (8, 4): '2021-01-01 19:28:00', (7, 4): '2021-01-01 19:29:00', (6, 4): '2021-01-01 19:30:00', (6, 5): '2021-01-01 19:31:00', (6, 6): '2021-01-01 19:32:00', (6, 7): '2021-01-01 19:33:00', (6, 8): '2021-01-01 19:34:00', (6, 9): '2021-01-01 19:35:00'}"
9249,9,41,2021-01-01 14:44:00,2,44,4,"(9, 0)","(1, 4)",12,"[[9, 0], [8, 0], [7, 0], [6, 0], [5, 0], [4, 0], [3, 0], [2, 0], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4]]","{(9, 0): '2021-01-01 14:44:00', (8, 0): '2021-01-01 14:45:00', (7, 0): '2021-01-01 14:46:00', (6, 0): '2021-01-01 14:47:00', (5, 0): '2021-01-01 14:48:00', (4, 0): '2021-01-01 14:49:00', (3, 0): '2021-01-01 14:50:00', (2, 0): '2021-01-01 14:51:00', (1, 0): '2021-01-01 14:52:00', (1, 1): '2021-01-01 14:53:00', (1, 2): '2021-01-01 14:54:00', (1, 3): '2021-01-01 14:55:00', (1, 4): '2021-01-01 14:56:00'}"
9250,19,50,2021-01-01 21:18:00,9,18,2,"(9, 1)","(0, 5)",13,"[[9, 1], [8, 1], [7, 1], [6, 1], [5, 1], [4, 1], [3, 1], [2, 1], [1, 1], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5]]","{(9, 1): '2021-01-01 21:18:00', (8, 1): '2021-01-01 21:19:00', (7, 1): '2021-01-01 21:20:00', (6, 1): '2021-01-01 21:21:00', (5, 1): '2021-01-01 21:22:00', (4, 1): '2021-01-01 21:23:00', (3, 1): '2021-01-01 21:24:00', (2, 1): '2021-01-01 21:25:00', (1, 1): '2021-01-01 21:26:00', (0, 1): '2021-01-01 21:27:00', (0, 2): '2021-01-01 21:28:00', (0, 3): '2021-01-01 21:29:00', (0, 4): '2021-01-01 21:30:00', (0, 5): '2021-01-01 21:31:00'}"
9251,21,22,2021-01-01 20:21:00,8,21,5,"(1, 2)","(2, 2)",1,"[[1, 2], [2, 2]]","{(1, 2): '2021-01-01 20:21:00', (2, 2): '2021-01-01 20:22:00'}"
9252,67,85,2021-01-01 15:44:00,3,44,0,"(7, 6)","(5, 8)",4,"[[7, 6], [6, 6], [5, 6], [5, 7], [5, 8]]","{(7, 6): '2021-01-01 15:44:00', (6, 6): '2021-01-01 15:45:00', (5, 6): '2021-01-01 15:46:00', (5, 7): '2021-01-01 15:47:00', (5, 8): '2021-01-01 15:48:00'}"
9253,47,23,2021-01-01 13:01:00,1,1,5,"(7, 4)","(3, 2)",6,"[[7, 4], [6, 4], [5, 4], [4, 4], [3, 4], [3, 3], [3, 2]]","{(7, 4): '2021-01-01 13:01:00', (6, 4): '2021-01-01 13:02:00', (5, 4): '2021-01-01 13:03:00', (4, 4): '2021-01-01 13:04:00', (3, 4): '2021-01-01 13:05:00', (3, 3): '2021-01-01 13:06:00', (3, 2): '2021-01-01 13:07:00'}"
9254,47,9,2021-01-02 01:46:00,13,46,0,"(7, 4)","(9, 0)",6,"[[7, 4], [8, 4], [9, 4], [9, 3], [9, 2], [9, 1], [9, 0]]","{(7, 4): '2021-01-02 01:46:00', (8, 4): '2021-01-02 01:47:00', (9, 4): '2021-01-02 01:48:00', (9, 3): '2021-01-02 01:49:00', (9, 2): '2021-01-02 01:50:00', (9, 1): '2021-01-02 01:51:00', (9, 0): '2021-01-02 01:52:00'}"
9255,62,51,2021-01-01 17:51:00,5,51,6,"(2, 6)","(1, 5)",2,"[[2, 6], [1, 6], [1, 5]]","{(2, 6): '2021-01-01 17:51:00', (1, 6): '2021-01-01 17:52:00', (1, 5): '2021-01-01 17:53:00'}"
9256,22,69,2021-01-02 08:18:00,20,18,2,"(2, 2)","(9, 6)",11,"[[2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [9, 3], [9, 4], [9, 5], [9, 6]]","{(2, 2): '2021-01-02 08:18:00', (3, 2): '2021-01-02 08:19:00', (4, 2): '2021-01-02 08:20:00', (5, 2): '2021-01-02 08:21:00', (6, 2): '2021-01-02 08:22:00', (7, 2): '2021-01-02 08:23:00', (8, 2): '2021-01-02 08:24:00', (9, 2): '2021-01-02 08:25:00', (9, 3): '2021-01-02 08:26:00', (9, 4): '2021-01-02 08:27:00', (9, 5): '2021-01-02 08:28:00', (9, 6): '2021-01-02 08:29:00'}"
9257,38,47,2021-01-02 08:44:00,20,44,3,"(8, 3)","(7, 4)",2,"[[8, 3], [7, 3], [7, 4]]","{(8, 3): '2021-01-02 08:44:00', (7, 3): '2021-01-02 08:45:00', (7, 4): '2021-01-02 08:46:00'}"
9258,12,36,2021-01-02 08:12:00,20,12,3,"(2, 1)","(6, 3)",6,"[[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [6, 2], [6, 3]]","{(2, 1): '2021-01-02 08:12:00', (3, 1): '2021-01-02 08:13:00', (4, 1): '2021-01-02 08:14:00', (5, 1): '2021-01-02 08:15:00', (6, 1): '2021-01-02 08:16:00', (6, 2): '2021-01-02 08:17:00', (6, 3): '2021-01-02 08:18:00'}"
9259,55,33,2021-01-02 08:24:00,20,24,4,"(5, 5)","(3, 3)",4,"[[5, 5], [4, 5], [3, 5], [3, 4], [3, 3]]","{(5, 5): '2021-01-02 08:24:00', (4, 5): '2021-01-02 08:25:00', (3, 5): '2021-01-02 08:26:00', (3, 4): '2021-01-02 08:27:00', (3, 3): '2021-01-02 08:28:00'}"
9260,82,70,2021-01-02 02:44:00,14,44,4,"(2, 8)","(0, 7)",3,"[[2, 8], [1, 8], [0, 8], [0, 7]]","{(2, 8): '2021-01-02 02:44:00', (1, 8): '2021-01-02 02:45:00', (0, 8): '2021-01-02 02:46:00', (0, 7): '2021-01-02 02:47:00'}"
9261,64,30,2021-01-02 11:15:00,23,15,3,"(4, 6)","(0, 3)",7,"[[4, 6], [3, 6], [2, 6], [1, 6], [0, 6], [0, 5], [0, 4], [0, 3]]","{(4, 6): '2021-01-02 11:15:00', (3, 6): '2021-01-02 11:16:00', (2, 6): '2021-01-02 11:17:00', (1, 6): '2021-01-02 11:18:00', (0, 6): '2021-01-02 11:19:00', (0, 5): '2021-01-02 11:20:00', (0, 4): '2021-01-02 11:21:00', (0, 3): '2021-01-02 11:22:00'}"
9262,45,36,2021-01-02 04:46:00,16,46,3,"(5, 4)","(6, 3)",2,"[[5, 4], [6, 4], [6, 3]]","{(5, 4): '2021-01-02 04:46:00', (6, 4): '2021-01-02 04:47:00', (6, 3): '2021-01-02 04:48:00'}"
9263,38,67,2021-01-02 11:10:00,23,10,0,"(8, 3)","(7, 6)",4,"[[8, 3], [7, 3], [7, 4], [7, 5], [7, 6]]","{(8, 3): '2021-01-02 11:10:00', (7, 3): '2021-01-02 11:11:00', (7, 4): '2021-01-02 11:12:00', (7, 5): '2021-01-02 11:13:00', (7, 6): '2021-01-02 11:14:00'}"
9264,77,64,2021-01-02 04:02:00,16,2,3,"(7, 7)","(4, 6)",4,"[[7, 7], [6, 7], [5, 7], [4, 7], [4, 6]]","{(7, 7): '2021-01-02 04:02:00', (6, 7): '2021-01-02 04:03:00', (5, 7): '2021-01-02 04:04:00', (4, 7): '2021-01-02 04:05:00', (4, 6): '2021-01-02 04:06:00'}"
9265,79,95,2021-01-02 11:53:00,23,53,6,"(9, 7)","(5, 9)",6,"[[9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [5, 8], [5, 9]]","{(9, 7): '2021-01-02 11:53:00', (8, 7): '2021-01-02 11:54:00', (7, 7): '2021-01-02 11:55:00', (6, 7): '2021-01-02 11:56:00', (5, 7): '2021-01-02 11:57:00', (5, 8): '2021-01-02 11:58:00', (5, 9): '2021-01-02 11:59:00'}"
9266,2,65,2021-01-02 00:13:00,12,13,6,"(2, 0)","(5, 6)",9,"[[2, 0], [3, 0], [4, 0], [5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6]]","{(2, 0): '2021-01-02 00:13:00', (3, 0): '2021-01-02 00:14:00', (4, 0): '2021-01-02 00:15:00', (5, 0): '2021-01-02 00:16:00', (5, 1): '2021-01-02 00:17:00', (5, 2): '2021-01-02 00:18:00', (5, 3): '2021-01-02 00:19:00', (5, 4): '2021-01-02 00:20:00', (5, 5): '2021-01-02 00:21:00', (5, 6): '2021-01-02 00:22:00'}"
9267,61,45,2021-01-01 13:43:00,1,43,2,"(1, 6)","(5, 4)",6,"[[1, 6], [2, 6], [3, 6], [4, 6], [5, 6], [5, 5], [5, 4]]","{(1, 6): '2021-01-01 13:43:00', (2, 6): '2021-01-01 13:44:00', (3, 6): '2021-01-01 13:45:00', (4, 6): '2021-01-01 13:46:00', (5, 6): '2021-01-01 13:47:00', (5, 5): '2021-01-01 13:48:00', (5, 4): '2021-01-01 13:49:00'}"
9268,93,82,2021-01-02 10:23:00,22,23,2,"(3, 9)","(2, 8)",2,"[[3, 9], [2, 9], [2, 8]]","{(3, 9): '2021-01-02 10:23:00', (2, 9): '2021-01-02 10:24:00', (2, 8): '2021-01-02 10:25:00'}"
9269,19,39,2021-01-01 23:57:00,11,57,1,"(9, 1)","(9, 3)",2,"[[9, 1], [9, 2], [9, 3]]","{(9, 1): '2021-01-01 23:57:00', (9, 2): '2021-01-01 23:58:00', (9, 3): '2021-01-01 23:59:00'}"
9270,0,38,2021-01-01 23:06:00,11,6,1,"(0, 0)","(8, 3)",11,"[[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [8, 1], [8, 2], [8, 3]]","{(0, 0): '2021-01-01 23:06:00', (1, 0): '2021-01-01 23:07:00', (2, 0): '2021-01-01 23:08:00', (3, 0): '2021-01-01 23:09:00', (4, 0): '2021-01-01 23:10:00', (5, 0): '2021-01-01 23:11:00', (6, 0): '2021-01-01 23:12:00', (7, 0): '2021-01-01 23:13:00', (8, 0): '2021-01-01 23:14:00', (8, 1): '2021-01-01 23:15:00', (8, 2): '2021-01-01 23:16:00', (8, 3): '2021-01-01 23:17:00'}"
9271,61,97,2021-01-01 12:44:00,0,44,3,"(1, 6)","(7, 9)",9,"[[1, 6], [2, 6], [3, 6], [4, 6], [5, 6], [6, 6], [7, 6], [7, 7], [7, 8], [7, 9]]","{(1, 6): '2021-01-01 12:44:00', (2, 6): '2021-01-01 12:45:00', (3, 6): '2021-01-01 12:46:00', (4, 6): '2021-01-01 12:47:00', (5, 6): '2021-01-01 12:48:00', (6, 6): '2021-01-01 12:49:00', (7, 6): '2021-01-01 12:50:00', (7, 7): '2021-01-01 12:51:00', (7, 8): '2021-01-01 12:52:00', (7, 9): '2021-01-01 12:53:00'}"
9272,52,8,2021-01-02 08:33:00,20,33,0,"(2, 5)","(8, 0)",11,"[[2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [8, 5], [8, 4], [8, 3], [8, 2], [8, 1], [8, 0]]","{(2, 5): '2021-01-02 08:33:00', (3, 5): '2021-01-02 08:34:00', (4, 5): '2021-01-02 08:35:00', (5, 5): '2021-01-02 08:36:00', (6, 5): '2021-01-02 08:37:00', (7, 5): '2021-01-02 08:38:00', (8, 5): '2021-01-02 08:39:00', (8, 4): '2021-01-02 08:40:00', (8, 3): '2021-01-02 08:41:00', (8, 2): '2021-01-02 08:42:00', (8, 1): '2021-01-02 08:43:00', (8, 0): '2021-01-02 08:44:00'}"
9273,68,51,2021-01-01 20:55:00,8,55,0,"(8, 6)","(1, 5)",8,"[[8, 6], [7, 6], [6, 6], [5, 6], [4, 6], [3, 6], [2, 6], [1, 6], [1, 5]]","{(8, 6): '2021-01-01 20:55:00', (7, 6): '2021-01-01 20:56:00', (6, 6): '2021-01-01 20:57:00', (5, 6): '2021-01-01 20:58:00', (4, 6): '2021-01-01 20:59:00', (3, 6): '2021-01-01 21:00:00', (2, 6): '2021-01-01 21:01:00', (1, 6): '2021-01-01 21:02:00', (1, 5): '2021-01-01 21:03:00'}"
9274,26,67,2021-01-01 12:38:00,0,38,6,"(6, 2)","(7, 6)",5,"[[6, 2], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6]]","{(6, 2): '2021-01-01 12:38:00', (7, 2): '2021-01-01 12:39:00', (7, 3): '2021-01-01 12:40:00', (7, 4): '2021-01-01 12:41:00', (7, 5): '2021-01-01 12:42:00', (7, 6): '2021-01-01 12:43:00'}"
9275,93,52,2021-01-02 00:37:00,12,37,2,"(3, 9)","(2, 5)",5,"[[3, 9], [2, 9], [2, 8], [2, 7], [2, 6], [2, 5]]","{(3, 9): '2021-01-02 00:37:00', (2, 9): '2021-01-02 00:38:00', (2, 8): '2021-01-02 00:39:00', (2, 7): '2021-01-02 00:40:00', (2, 6): '2021-01-02 00:41:00', (2, 5): '2021-01-02 00:42:00'}"
9276,0,37,2021-01-02 03:09:00,15,9,1,"(0, 0)","(7, 3)",10,"[[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [7, 1], [7, 2], [7, 3]]","{(0, 0): '2021-01-02 03:09:00', (1, 0): '2021-01-02 03:10:00', (2, 0): '2021-01-02 03:11:00', (3, 0): '2021-01-02 03:12:00', (4, 0): '2021-01-02 03:13:00', (5, 0): '2021-01-02 03:14:00', (6, 0): '2021-01-02 03:15:00', (7, 0): '2021-01-02 03:16:00', (7, 1): '2021-01-02 03:17:00', (7, 2): '2021-01-02 03:18:00', (7, 3): '2021-01-02 03:19:00'}"
